study_id,title,quality_flags,missing_field_count,resource_count,resource_quality_flags
oa_W4413310917,"Women micro-entrepreneurs, resources and the role of self-help groups - a social embeddedness perspective",,0,1,
oa_W4205910782,A Review on Global E-Waste Management: Urban Mining towards a Sustainable Future and Circular Economy,,0,1,
oa_W2035787054,Achieving mitigation and adaptation to climate change through sustainable agroforestry practices in Africa,,0,1,
oa_W2911250352,Gender-Discriminatory Laws and Women’s Economic Agency,,0,1,
oa_W2582656869,"Decolonization of knowledge, epistemicide, participatory research and higher education",,0,1,
oa_W2914103751,A review of the socio-economic advantages of textile recycling,,0,1,
oa_W2790351289,"The political path to universal health coverage: Power, ideas and community-based health insurance in Rwanda",,0,1,
oa_W2154199732,Addressing access barriers to health services: an analytical framework for selecting appropriate interventions in low-income Asian countries,,0,1,
oa_W2906686601,The global environmental injustice of fast fashion,,0,1,
oa_W2176293751,The Impact of the Second-hand Clothing Trade on Developing Countries,,0,1,
oa_W2528775703,"The impact of health insurance on maternal health care utilization: evidence from Ghana, Indonesia and Rwanda",,0,1,
oa_W2161643902,Migration and Economic Development in Africa: A Review of Evidence†,,0,1,
oa_W609676122,"Sociology, experiencing changing societies : economy version",missing_url,1,0,
oa_W2886440016,Prevalence and Estimated Economic Burden of Substandard and Falsified Medicines in Low- and Middle-Income Countries,,0,1,
oa_W2164135626,"""Women, Children and Other Vulnerable Groups"": Gender, Strategic Frames and the Protection of Civilians as a Transnational Issue",,0,1,
oa_W2000479202,Reduced premature mortality in Rwanda: lessons from success,,0,1,
oa_W1484023517,Informal Cross-Border Trade and Trade Facilitation Reform in Sub-Saharan Africa,,0,1,
oa_W2128442162,The Impact of Health Insurance Schemes for the Informal Sector in Low- and Middle-Income Countries: A Systematic Review,,0,1,
oa_W2007374658,Food Insecurity as a Barrier to Sustained Antiretroviral Therapy Adherence in Uganda,,0,1,
oa_W2031244839,The National Health Insurance Scheme in Ghana: Prospects and Challenges: a cross-sectional evidence,,0,1,
oa_W1856605225,Diaspora for Development in Africa,,0,1,
oa_W2044743817,"Gender, Financial Deepening and the Production of Embodied Finance: Towards a Critical Feminist Analysis",,0,1,
oa_W4254792514,Doing Business 2020: Comparing Business Regulation in 190 Economies,,0,1,
oa_W2516915067,What Factors Affect Voluntary Uptake of Community-Based Health Insurance Schemes in Low- and Middle-Income Countries? A Systematic Review and Meta-Analysis,,0,1,
oa_W2897287805,Female Faces in Informal ‘Spaces’: Women and Artisanal and Small-scale Mining in sub-Saharan Africa,,0,0,
oa_W2127933885,Donor‐Driven Justice and its Discontents: The Case of Rwanda,,0,0,
oa_W2807539662,Ripe for Change: Ending human suffering in supermarket supply chains,,0,1,
oa_W2794389198,Women's Economic Advancement Through Agricultural Change: A Review of Donor Experience,,0,1,
oa_W2903717751,Why Hurry? The Slow Process of High Growth in Women-Owned Businesses in a Resource-Scarce Context,,0,1,
oa_W2907075635,"African Rural Youth Engagement in Agribusiness: Achievements, Limitations, and Lessons",,0,1,
oa_W1611619173,Food Safety and Informal Markets,,0,1,
oa_W4400451879,"Digitalisation in agriculture: A scoping review of technologies in practice, challenges, and opportunities for smallholder farmers in sub-saharan africa",,0,1,
oa_W2795223612,"Barriers and facilitators to implementation, uptake and sustainability of community-based health insurance schemes in low- and middle-income countries: a systematic review",,0,1,
oa_W2161607302,Inequality and Economic Growth: The Empirical Relationship Reconsidered in the Light of Comparable Data,,0,1,
oa_W4386949506,"Informality, Consumption Taxes, and Redistribution",,0,1,
oa_W2792953063,"Out-of-Pocket Payments, Catastrophic Health Expenditure and Poverty Among Households in Nigeria 2010",,0,1,
oa_W3007774595,Toward Active Reflexivity: Positionality and Practice in the Production of Knowledge,,0,1,
oa_W2892051851,Psychiatric Disorders in Refugees and Internally Displaced Persons After Forced Displacement: A Systematic Review,,0,1,
oa_W1976687696,The Pitfalls and Promise of Focus Groups as a Data Collection Method,,0,1,
oa_W2549703245,A Review of the National Health Insurance Scheme in Ghana: What Are the Sustainability Threats and Prospects?,,0,1,
oa_W4229733398,Book Reviews,,0,0,
oa_W2906168006,Bridging the Gender Digital Gap,,0,1,
oa_W2955559388,Inequality in Financial Inclusion and Income Inequality,,0,1,
oa_W2099326584,"Addressing Chronic Malnutrition through Multi-Sectoral, Sustainable Approaches: A Review of the Causes and Consequences",,0,1,
oa_W4364353410,Solid waste management in the context of the waste hierarchy and circular economy frameworks: An international critical review,,0,1,
oa_W3145141795,"Food Fortification: The Advantages, Disadvantages and Lessons from Sight and Life Programs",,0,1,
oa_W2271241286,Willingness-to-Pay for Community-Based Health Insurance among Informal Workers in Urban Bangladesh,,0,1,
oa_W2060101414,Determinants of community health fund membership in Tanzania: a mixed methods analysis,,0,1,
oa_W4256299692,"Women, Business and the Law 2020",,0,1,
oa_W1987299974,"The Role of Non-farm Household Enterprises in Poverty Reduction, Employment Creation and Economic Growth in Rwanda",,0,1,
oa_W3014331151,Timing and number of antenatal care contacts in low and middle-income countries: Analysis in the Countdown to 2030 priority countries,,0,1,
oa_W1986984342,The Incidence of Visible Underemployment: Evidence for Trinidad and Tobago,,0,0,
oa_W4297268512,Sustainable Agro-Food Systems for Addressing Climate Change and Food Security,,0,1,
oa_W2135066246,Features of Urban Food and Nutrition Security and Considerations for Successful Urban Programming,,0,1,
oa_W2897666396,Predictors of Enrolment in the National Health Insurance Scheme Among Women of Reproductive Age in Nigeria,,0,1,
oa_W4390847797,Breaking the Vicious Circles of Informal Employment and Low-Paying Work,,0,1,
oa_W3117791707,The future of work in Africa: harnessing the potential of digital technologies for all,,0,1,
oa_W3123495420,AGRICULTURAL COOPERATIVES AND FARM SUSTAINABILITY – A LITERATURE REVIEW,,0,1,
oa_W3197735684,The role of Indigenous peoples and local communities in effective and equitable conservation,,0,1,
oa_W2165731264,"Informality, growth, and development in Africa",,0,1,
oa_W2058110501,Financial Literacy and Financial Behaviour: Experimental Evidence from Rural Rwanda,,0,1,
oa_W2116300523,Research Ethics 101: Dilemmas and Responsibilities,,0,1,
oa_W570252021,Effective Coverage and Systems Effectiveness for Malaria Case Management in Sub-Saharan African Countries,,0,1,
oa_W11870013,Stepping Up Skills for More Jobs and Higher Productivity,,0,1,
oa_W1981253700,Governance and Growth in Sub-Saharan Africa,,0,1,
oa_W4200092595,"Plastic Pollution, Waste Management Issues, and Circular Economy Opportunities in Rural Communities",,0,1,
oa_W3169656851,Economic empowerment and intimate partner violence: a secondary data analysis of the cross-sectional Demographic Health Surveys in Sub-Saharan Africa,,0,1,
oa_W1966837941,Combined structural interventions for gender equality and livelihood security: a critical review of the evidence from southern and eastern Africa and the implications for young people,,0,1,
oa_W1990182235,Research on Sub-Saharan Africa's Unrecorded International Trade: Some Methodological and Conceptual Problems,,0,1,
oa_W1961845685,African immigrants in South Africa: Job takers or job creators?,,0,1,
oa_W2116975872,Community-based health insurance programmes and the national health insurance scheme of Nigeria: challenges to uptake and integration,,0,1,
oa_W2164483809,"Factors influencing the burden of health care financing and the distribution of health care benefits in Ghana, Tanzania and South Africa",,0,1,
oa_W2041668295,"Dilemmas of Expanding Transitional Justice, or Forging the Nexus between Transitional Justice and Development",,0,1,
oa_W2108066387,Global health security: the wider lessons from the west African Ebola virus disease epidemic,,0,1,
oa_W2994857560,Urban Food Systems Governance and Poverty in African Cities,,0,1,
oa_W2790641915,“I’m a stay at home businesswoman”: an insight into informal entrepreneurship in Jordan,,0,1,
oa_W2403888744,Unleashing the Potential : Transforming Technical and Vocational Education and Training,,0,1,
oa_W4306392962,Challenges hindering women entrepreneurship sustainability in rural livelihoods: Case of Manicaland province,,0,1,
oa_W2145352018,Gender and agroforestry in Africa: a review of women’s participation,,0,1,
oa_W2729295538,Inequitable Access to Health Care by the Poor in Community-Based Health Insurance Programs: A Review of Studies From Low- and Middle-Income Countries,,0,1,
oa_W1995149045,Land Reform for Peace? Rwanda's 2005 Land Law in Context,,0,1,
oa_W2999176455,"Wealth Status, Health Insurance, and Maternal Health Care Utilization in Africa: Evidence from Gabon",,0,1,
oa_W4281654775,Rural Employment in Africa: Trends and Challenges,,0,1,
oa_W2167297373,The Aceh Besar midwives with mobile phones project: Design and evaluation perspectives using the information and communication technologies for healthcare development model,,0,1,
oa_W3169262929,"Spatial, temporal, and demographic patterns in prevalence of smoking tobacco use and attributable disease burden in 204 countries and territories, 1990–2019: a systematic analysis from the Global Burden of Disease Study 2019",,0,1,
oa_W3120605809,"Assessment of the design and implementation challenges of the National Health Insurance Scheme in Nigeria: a qualitative study among sub-national level actors, healthcare and insurance providers",,0,1,
oa_W2984953500,Supply Considerations for Scaling Up Clean Cooking Fuels for Household Energy in Low‐ and Middle‐Income Countries,,0,1,
oa_W2984006987,Tourism and visitor management in protected areas : guidelines for sustainability,,0,1,
oa_W2803349723,"Silence, Power, and Inequality: An Intersectional Approach to Sexual Violence",,0,1,
oa_W1994931709,Food security for Africa: an urgent global challenge,,0,1,
oa_W3125679255,Do Large Employers Pay More in Developing Countries? The Case of Five African Countries,,0,1,
oa_W2769286470,"Traditions, beliefs and indigenous technologies in connection with the edible longhorn grasshopper Ruspolia differens (Serville 1838) in Tanzania",,0,1,
oa_W2121502211,The Economics of Fair Trade,,0,1,
oa_W2950605549,The Circular Economy and the Global South,,0,1,
oa_W1895077127,Children’s Caring Roles and Responsibilities within the Family in Africa,,0,1,
oa_W2049126189,The Case for mHealth in Developing Countries,,0,1,
oa_W2096955572,Organizing Hypocrisy: Providing Legal Accountability for Human Rights Violations in Areas of Limited Statehood,,0,1,
oa_W1754346936,"Singing Our World into Existence: International Relations Theory and September 11. Presidential Address to the International Studies Association, February 27, 2003, Portland, OR",,0,1,
oa_W1606033122,A Theory of Crimes Against Humanity,,0,1,
oa_W2087976161,Is It Ethical to Study Africa? Preliminary Thoughts on Scholarship and Freedom,,0,1,
oa_W1997424133,Reconciliation in Post-Genocide Rwanda,,0,1,
oa_W4315697663,The Promise of Fintech,,0,1,
oa_W2911532238,"Transforming African Education Systems in Science, Technology, Engineering, and Mathematics (STEM) Using ICTs: Challenges and Opportunities",,0,1,
oa_W4213302300,The World Bank Annual Report 2020,,0,1,
oa_W2024342614,Building Women into Peace: the international legal framework,,0,1,
oa_W2148487017,Quantitative Guidance for Stove Usage and Performance to Achieve Health and Environmental Targets,,0,1,
oa_W2947923742,Agricultural transformation in Rwanda: Can Gendered Market Participation Explain the Persistence of Subsistence Farming?,,0,1,
oa_W4220869351,The use of mobile phones and the heterogeneity of banana farmers in Rwanda,,0,1,
oa_W2966388890,"Placing Rwanda’s agriculture boom: trust, women empowerment and policy impact in maize agricultural cooperatives",,0,1,
oa_W2768630739,Towards commercial agriculture in Rwanda: Understanding the determinants of market participation among smallholder bean farmers,,0,1,
oa_W4403258628,Beyond the ‘gender gap’ in agriculture: Africa's Green Revolution and gendered rural transformation in Rwanda,,0,1,
oa_W2562699050,Land tenure regularization in Rwanda : registration of land rights for women and its impacts on food security,missing_url,1,0,
oa_W3007812249,"Sustainable development in East Africa: impact evaluation of regional agricultural development projects in Burundi, Kenya, Rwanda, Tanzania, and Uganda",,0,0,
oa_W2883858057,Gender and equitable benefit-sharing mechanisms through Agricultural Innovation Platforms in Rwanda,,0,0,
oa_W2164036662,Machetes and Firearms: The Organization of Massacres in Rwanda,,0,0,
oa_W3144794825,"THE ROLE OF WOMEN EMPOWERMENT IN AGRICULTURE ON HOUSEHOLD FARM COMMERCIALIZATION OF MAIZE, POTATOES AND BEANS IN NORTHERN PROVINCE OF RWANDA",,0,1,
oa_W2031690883,“SMART” Photovoice agricultural consultation: increasing Rwandan women farmers' active participation in development,,0,0,
oa_W2909432120,Can agricultural intensification help attain Sustainable Development Goals? Evidence from Africa and Asia,,0,1,
oa_W1966490370,Determinants of smallholder farmers' participation in banana markets in Central Africa: the role of transaction costs,,0,0,
oa_W2511966742,"POOR FARMERS – POOR YIELDS: SOCIO-ECONOMIC, SOIL FERTILITY AND CROP MANAGEMENT INDICATORS AFFECTING CLIMBING BEAN PRODUCTIVITY IN NORTHERN RWANDA",,0,1,
oa_W4205271333,Intensity of adoption of integrated pest management practices in Rwanda: A fractional logit approach,,0,1,
oa_W3082084997,EFFECTS OF WOMEN LAND RIGHTS ON AGRICULTURAL OUTCOMES IN RWANDA,,0,1,
oa_W1510183109,Gender equality as smart economics,missing_url,1,0,
oa_W1546523248,"LAND USE CONSOLIDATION IN RWANDA: A CASE STUDY OF NYANZA DISTRICT, SOUTHERN PROVINCE",,0,0,
oa_W4224302949,Using Outcome Mapping to Mobilize Critical Stakeholders for a Gender Responsive Rift Valley Fever and Newcastle Disease Vaccine Value Chain in Rwanda,,0,1,
oa_W4384299604,Increasing Household Diet Diversity and Food Security in Rural Rwanda Using Small-Scale Nutrition-Sensitive Agriculture: A Community-Engaged Proof-of-Concept Study,,0,1,
oa_W2948914131,"The Role of Women in Production and Management of RTB Crops in Rwanda and Burundi: Do Men Decide, and Women Work?",,0,1,
oa_W4294024770,Tackling climate change under time‐poverty: Cooperatives as temporal pacers,,0,1,
oa_W4400421666,Dietary Diversity and Nutritional Status Among Rwandan Women Engaged in Agriculture: A Cross‐Sectional Study,,0,1,
oa_W778275304,"The impact of transaction costs on the participation of smallholder farmers and intermediaries in the banana markets of Burundi, Democratic Republic of Congo and Rwanda",,0,1,
oa_W581658281,"Beyond Terror: Gender, Narrative, Human Rights",missing_url,1,0,
oa_W2991560817,On-farm performance and farmers’ participatory assessment of new stress-tolerant maize hybrids in Eastern Africa,,0,1,
oa_W3200227181,The Genesis and Performance of Gender Focal Person Structures in Rwanda and Uganda National Agricultural Organisations: A Critique,,0,1,
oa_W2974358604,Cost of Gender Gaps In The Agricultural Sector:: The Case Of Kenya and Rwanda,missing_url,1,0,
oa_W2945711233,"Gender Equality, Agriculture and Rural Development: Evidence from Nyamasheke Coffee Production in Rwanda",,0,1,
oa_W3103349435,Biofortification of Common Bean for Higher Iron Concentration,,0,1,
oa_W3004223555,Continuity and change: Negotiating gender norms in agricultural research for development in Rwanda,missing_url,1,0,
oa_W2163722633,Co-Movement of Major Commodity Price Returns: Time-Series Assessment,,0,0,
oa_W4382407231,Women's empowerment in Rwandan agriculture: A baseline assessment in the context of Rwanda's gender and youth mainstreaming strategy and the fourth strategic plan for agricultural transformation,,0,1,
oa_W2094116543,Bayesian Mapping of HIV Infection among Women of Reproductive Age in Rwanda,,0,1,
oa_W3190474780,Feminization of African Agriculture and the Meaning of Decision-Making for Empowerment and Sustainability,,0,1,
oa_W2568851662,"Livestock ownership, animal source foods and child nutritional outcomes in seven rural village clusters in Sub-Saharan Africa",,0,1,
oa_W3011696283,Land tenure dynamics in East Africa : changing practices and rights to land,missing_url,1,0,
oa_W3048284351,Food security and the contested visions of agrarian change in Africa,,0,1,
oa_W4393991567,Financial inclusion and nutrition among rural households in Rwanda,,0,1,
oa_W2526573703,"Food (In)Security, Human (In)Security, Women’s (In)Security: State Policies and Local Experiences in Rural Rwanda",,0,0,
oa_W4220749752,Window dressing inequalities and constructing women farmers as problematic—gender in Rwanda’s agriculture policy,,0,1,
oa_W2034984044,Gender Participation and Decision Making in Crop Management in Great Lakes Region of Central Africa,,0,0,
oa_W4210980530,Crops that feed the world 10. Past successes and future challenges to the role played by wheat in global food security,,0,1,
oa_W2758246512,"ActionAid’s Food Security and Economic Empowerment Programme in Muko Sector, Northern Rwanda: Guidelines for Achieving the Double Boon",,0,1,
oa_W134918918,Risky business : poor women cross-border traders in the great lakes region of Africa,missing_url,1,0,
oa_W1535293546,Market access for agro-enterprise diversity in the Lake Kivu Pilot Learning Site of the sub-Saharan Africa Challenge Programme,,0,1,
oa_W4402049985,Appraisal of Post-Harvest Drying and Storage Operations in Africa: Perspectives on Enhancing Grain Quality,,0,1,
oa_W2338179663,"Rwanda Nutrition, Markets and Gender Analysis 2015: An integrated approach towards alleviating malnutrition among vulnerable populations in Rwanda",,0,1,
oa_W2162428550,Sustainable Rural Development in Rwanda: The Importance of a Focus onWomen in Agriculture,missing_url,1,0,
oa_W2914842510,Iron biofortification interventions to improve iron status and functional outcomes,,0,1,
oa_W3036129169,Socio-economic and institutional factors affecting smallholders farmers to adopt agroforestry practices in southern province of Rwanda,,0,1,
oa_W4408349763,Sustainability Standards in Agri‐Food Value Chains: Impacts and Trade‐Offs for Smallholder Farmers,,0,1,
oa_W4284697840,Adoption of organic pepper production practices among smallholder farmers in Rwanda- A case study of Bugesera district.,,0,1,
oa_W2952720947,Socio-economic and Institutional Factors Influencing the Potato (Solanum tuberosum L.) Production at Smallholder Farmers Level in the Gicumbi District in Rwanda,,0,1,
oa_W297483378,Women's Land Access in Post-Conflict Rwanda: Bridging the Gap between Customary Land Law and Pending Land Legislation,missing_url,1,0,
oa_W1540071186,Fragmented lives: reconstructing rural livelihoods in post-genocide Rwanda,,0,1,
oa_W3124980772,"The role of women in production and management of RTB crops in Rwanda and Burundi: Do men decide, and women work?",,0,1,
oa_W3152881905,What empowerment indicators are important for food consumption for women? Evidence from 5 sub-Sahara African countries,,0,1,
oa_W2013416317,Unintended Consequences: The Ecological Repercussions of Land Grabbing in Sub-Saharan Africa,,0,0,
oa_W74625181,Changing Gender Relations? Women's Experiences of Land Rights in the Case of the Land Tenure Reform Program in Rwanda.,,0,1,
oa_W4412094598,"Integrating environmental, socio-economic, and biological data in a farmer-led potato trial for enhanced varietal assessment in Rwanda",,0,1,
oa_W1657763063,"Women's perceptions of the Girinka (one cow per poor family) programme, poverty alleviation and climate resilience in Rwanda",,0,0,
oa_W4280520370,Effect of integrated nutrition‐sensitive and nutrition‐specific intervention package on maternal malnutrition among pregnant women in Rwanda,,0,1,
oa_W2070696099,"Surviving Genocide, Thriving in Politics: Rwandan Women’s Power",,0,1,
oa_W2890066427,Exploring pathways for gender-responsive climate services in Rwanda,,0,1,
oa_W103920714,Gender Mainstreaming in Sector Budget Support: The Case of the European Commission's Sector Support to Rwanda's Agriculture Sector,,0,1,
oa_W2896269538,"Climate change, famine, and low-income communities challenge Sustainable Development Goals",,0,1,
oa_W3191514362,Analysis of Socio-Economic Factors Influencing Farmers’ Adoption of Coffee Organic Farming in Gakenke District of Rwanda,,0,1,
oa_W3007455311,The use of mobile phones in the extension and advisory service in Rwanda,,0,1,
oa_W2144006371,Structural Violence and Clinical Medicine,,0,1,
oa_W2178581509,"Food (in)security in rural Rwanda: women’s understanding, experiences and coping strategies",,0,1,
oa_W4396626144,“We all think boots are meant for men”: A community-based participatory assessment of rural women’s barriers to preventing podoconiosis in Rwanda,,0,1,
oa_W2900986452,Gender norms and farming households in rural Rwanda: a GENNOVATE case-study for the Nyamirama sector in Kayonza district,,0,1,
oa_W4403793471,Gender dynamics and aspirational disparities in agriculture,,0,1,
oa_W2782959666,FARMERS’ PERCEPTIONS ON MECHANICAL WEEDERS FOR RICE PRODUCTION IN SUB-SAHARAN AFRICA,,0,0,
oa_W2950523524,The contribution of Land Use Consolidation policy to food and nutrition security of women farmers,,0,1,
oa_W2581828022,Impending extinction crisis of the world’s primates: Why primates matter,,0,1,
oa_W2613910074,Child malnutrition in sub-Saharan Africa: A meta-analysis of demographic and health surveys (2006-2016),,0,1,
oa_W4404012238,Women's dietary diversity is associated with homestead production and market access: A cross‐sectional study in rural Rwanda,,0,1,
oa_W2346182517,HIV and nutrition among women in Sub-Saharan Africa.,missing_url,1,0,
oa_W2767478998,"From Violence to Mobilization: War, Women, and Political Power in Rwanda and Bosnia-Herzegovina",,0,1,
oa_W2910720274,"Linkages Between Poverty, Inequality and Exclusion in Rwanda",,0,1,
oa_W2104216207,Promoting Sustainable Pro-Poor Growth in Rwandan Agriculture: What are the Policy Options?,,0,1,
oa_W2274327473,Access of the poor to agricultural services : the role of farmers' organizations in social inclusion,missing_url,1,0,
oa_W2925188469,Economic Impact of Farming Cooperatives in East Africa,,0,1,
oa_W764989058,What will it take for biofortification to have impact on the ground? Theories of change for three crop-country combinations:,,0,1,
oa_W3037248131,EFFECT OF MICROFINANCE ON SMALLHOLDER FARMERS’ LIVELIHOOD IN RWANDA: A CASE STUDY OF NYAMAGABE DISTRICT,,0,1,
oa_W2995289242,Realizing the potential of digital development: The case of agricultural advice,,0,1,
oa_W4296050644,Enhancing climate services design and implementation through gender-responsive evaluation,,0,1,
oa_W4402490394,"Exploring the benefits, challenges, and rationale behind growing crops of choice among farmers in Rwanda",,0,1,
oa_W3094409080,A scoping review of the contributions of farmers’ organizations to smallholder agriculture,,0,1,
oa_W2043197562,Ruling out Gender Equality? The Post-Cold War rule of law agenda in Sub-Saharan Africa,,0,0,
oa_W4310839512,Why do Farmers in Nyaruguru District Adopt Organic Coffee Production Methods?,,0,1,
oa_W2528862442,"Technical Efficiency of Smallholder Irish Potato Production in Nyabihu District, Rwanda",,0,1,
oa_W2266983817,"An Economic Assessment of the Factors Influencing Smallholder Farmers' Access to Formal Credit: A Case Study of Rwamagana District, Rwanda",,0,1,
oa_W2256479123,Consumer Acceptance of Biofortified Iron Beans in Rural Rwanda: Experimental Evidence,,0,1,
oa_W4323019724,Women &amp; Land Arrangements in Rwanda: A gender-based analysis of access to natural resources,,0,0,
oa_W2034160827,"FACTORS INFLUENCING ADOPTION OF RECOMMENDED FARM PRACTICES BY COFFEE FARMERS IN BUTARE, SOUTHERN RWANDA",,0,0,
oa_W3182978015,COVID-19 vaccine acceptance and hesitancy in low- and middle-income countries,,0,1,
oa_W2753205473,Multiculturalism of Tanzanian Refugees in the Information Society and the United Nations High Commissioner for Refugees (UNHCR),missing_url,1,0,
oa_W4410768189,Socio-Economic Assessment of the Agriculture Sector and the Bioeconomy in East Africa. A Gender Focused Approach,,0,1,
oa_W3200811464,Using participatory action research methods to create nutrition education that sustainably improves diet diversity through women's empowerment,,0,1,
oa_W1479673291,Politics and Culture in the Developing World: The Impact of Globalization,missing_url,1,0,
oa_W1998096807,Food Insufficiency Is Associated with High-Risk Sexual Behavior among Women in Botswana and Swaziland,,0,1,
oa_W4394723569,"Exploring Crop Choices: Benefits, Challenges, and Rationale Among Rwandan Farmers",,0,1,
oa_W3017178117,Approaches to understanding and measuring women’s empowerment and its relationship with women’s and children’s dietary diversity in sub-Saharan Africa.,,0,1,
oa_W1528260908,State Policies and Livelihoods. Rwandan Human Settlement Policy. Case Study of Ngera and Nyagahuru Villages,,0,1,
oa_W4388017508,How Does an Artisan Cooperative Impact Food Perception and Consumer Behaviors? A Rapid Rural Appraisal of Women in East Africa,,0,1,
oa_W3165466622,Adoption of improved agricultural technology and its impact on household income: a propensity score matching estimation in eastern Ethiopia,,0,1,
oa_W4387231551,"The Role of High-Value Agriculture in Capability Expansion: Qualitative Insights into Smallholder Cash Crop Production in Nepal, Laos and Rwanda",,0,1,
oa_W2916244613,Climate-smart pest management: building resilience of farms and landscapes to changing pest threats,,0,1,
oa_W4389299512,Financial inclusion and nutrition among rural households in Rwanda,,0,1,
oa_W2977809484,Approaches to improve soil fertility in sub-Saharan Africa,,0,1,
oa_W2907541661,Mainstreaming Underutilized Indigenous and Traditional Crops into Food Systems: A South African Perspective,,0,1,
oa_W2987468845,Are medium‐scale farms driving agricultural transformation in sub‐Saharan Africa?,,0,1,
oa_W1557722710,Atlas of common bean (Phaseolus vulgaris L.) production in Africa,,0,1,
oa_W3121985366,"Heterogeneous Contraints, Incentives, and Income Diversification Strategies in Rural Africa",,0,1,
oa_W2992752930,"Global Food Security, Contributions from Sustainable Potato Agri-Food Systems",,0,1,
oa_W3149749205,Plant health and its effects on food safety and security in a One Health framework: four case studies,,0,1,
oa_W2146910732,The case for distributed irrigation as a development priority in sub-Saharan Africa,,0,1,
oa_W264698380,Learning from Catalyst of Rural Transformation,missing_url,1,0,
oa_W4414151045,Socio-Economic Assessment of the Agriculture Sector and the Bioeconomy in East Africa—A Gender-Focused Approach,,0,1,
oa_W2805487063,Facing climate variability in sub-Saharan Africa: analysis of climate-smart agriculture opportunities to manage climate-related risks,,0,1,
oa_W3033224592,Improving adoption of technologies and interventions for increasing supply of quality livestock feed in low- and middle-income countries,,0,1,
oa_W2883335943,Capturing farm diversity with hypothesis-based typologies: An innovative methodological framework for farming system typology development,,0,1,
oa_W2944348200,Manure Management Practices and Policies in Sub-Saharan Africa: Implications on Manure Quality as a Fertilizer,,0,1,
oa_W3006978444,The Drivers of Maize Area Expansion in Sub-Saharan Africa. How Policies to Boost Maize Production Overlook the Interests of Smallholder Farmers,,0,1,
oa_W107874811,"Smallholder commercialization: processes, determinants and impact",,0,1,
oa_W2159645679,An Examination of Socioeconomic Determinants of Average Body MassIndices in Rwanda,,0,1,
oa_W2735100207,Gender-sensitive Value Chain Intervention Improved Profit Efficiency among Orange-fleshed Sweetpotato Producers in Rwanda,,0,1,
oa_W2008556477,Sustainable soil management options for Malawi: can smallholder farmers grow more legumes?,,0,1,
oa_W4410191872,Facilitating Cross-Border Trade between the DRC and Neighbors in the Great Lakes Region of Africa : Improving Conditions for Poor Traders,,0,1,
oa_W3043262388,"Determinants of demand for credit by smallholder farmers': a farm level analysis based on survey in Sindh, Pakistan",,0,1,
oa_W4247596369,Trees on farms: an update and reanalysis of agroforestry’s global extent and socio-ecological characteristics,,0,1,
oa_W4231801556,Improving Rural Mobility,,0,0,
oa_W4304184055,"Analyzing Various Factors Affecting Farmers’ Willingness to Adopt Soil Erosion Control Measures in the Sebeya Catchment, Rwanda",,0,1,
oa_W802717832,Dietary calcium and zinc deficiency risks are decreasing but remain prevalent,,0,1,
oa_W2063349129,Agriculture and food security in selected countries in Sub-Saharan Africa: diversity in trends and opportunities,,0,1,
oa_W220287782,International Legal Protection for Women and Female Children: Rwanda - a Case Study,missing_url,1,0,
oa_W1978231049,Climate change and mosquito-borne disease.,,0,1,
oa_W1531069750,A Bed for the Night: Humanitarianism in Crisis,,0,1,
oa_W2808018527,Institutional Perspectives of Climate-Smart Agriculture: A Systematic Literature Review,,0,1,
oa_W2948454423,Enhancing Postharvest Capacity in National Extension Systems and Advisory Services,,0,0,
oa_W2515600722,"On-Farm Diversity and Market Participation Are Positively Associated with Dietary Diversity of Rural Mothers in Southern Benin, West Africa",,0,1,
oa_W3156394548,Transforming Food Systems in Africa under Climate Change Pressure: Role of Climate-Smart Agriculture,,0,1,
oa_W2765377880,"Climate smart agriculture, farm household typologies and food security",,0,1,
oa_W2779761151,Social and economic development of rural women in Uganda using solar energy for productive use,,0,0,
oa_W2398838321,Participation in Rural Land Rental Markets in Sub‐Saharan Africa: Who Benefits and by How Much? Evidence from Malawi and Zambia,,0,1,
oa_W2947684688,Information and Communication Technologies to Provide Agricultural Advice to Smallholder Farmers: Experimental Evidence from Uganda,,0,1,
oa_W2928887176,Climate Services Can Support African Farmers' Context-Specific Adaptation Needs at Scale,,0,1,
oa_W4413630024,"Milk matters : linking dairy cow feed to milk yield and quality, and child undernutrition in Northern Rwanda",,0,0,
oa_W2169201730,Social Equity Matters in Payments for Ecosystem Services,,0,1,
oa_W2131245944,Environmental and gender impacts of land tenure regularization in Africa: Pilot evidence from Rwanda,,0,1,
oa_W2986228975,"Gendered land rights, legal reform and social norms in the context of land fragmentation - A review of the literature for Kenya, Rwanda and Uganda",,0,1,
oa_W2109033316,Securing land rights for women,,0,0,
oa_W3121234939,Environmental and Gender Impacts of Land Tenure Regularization in Africa: Pilot Evidence from Rwanda,,0,1,
oa_W2057414138,Ahead of the game: land tenure reform in Rwanda and the process of securing women's land rights,,0,0,
oa_W2943691750,Procuring Meaningful Land Rights for the Women of Rwanda,,0,1,
oa_W3123367911,Environmental and Gender Impacts of Land Tenure Regularization in Africa: Pilot Evidence from Rwanda,,0,1,
oa_W78950039,"Women and Land in Africa: Culture, Religion and Realizing Women's Rights",missing_url,1,0,
oa_W2790858539,From male to joint land ownership: Women's experiences of the land tenure reform programme in Rwanda,,0,0,
